INVENTORY	GLOTTOCODE	SEGMENTS
120	amah1246	a ã h ɪ ɪ̃ j k m n o õ p ɾ s t t̠ʃ ɯ ɯ̃ w x ʔ θ
121	chac1251	a ɣ h i ɨ j k m n o̞ p ɾ s ʂ ʃ t ts t̠ʃ w ʔ β
122	apin1244	a ã aː ãː e eː ə ɛ ɛ̃ ɛː ɛ̃ː ɤ ɤː h i ĩ iː ĩː k mb nd ɲɟ ŋɡ o õ oː õː ɔ ɔː p ɽ s t t̠ʃ u ũ uː ũː ɯ ɯ̃ ɯː ɯ̃ː v ʌ ʌ̃ ʌː ʌ̃ː ʒ ʔ
123	tari1263	a b b͈ː d d͈ː dˤ ə f f͈ː ɡ ɡ͈ː ɣ ɣ͈ː h ħ ħ͈ː i j k k͈ː kˤ l l͈ː lˤ m m͈ː n n͈ː r r͈ː rˤ s s͈ː sˤ ʃ ʃ͈ː t t͈ː tˤ u w x x͈ː z z͈ː zˤ ʒ ʒ͈ː ʕ
124	haus1257	˥ ˥˦ ˩ aː b ɓ d d̠ʒ ɗ e̞ e̞ː ə ɡ ɡʲ ɡʷ h iː ɪ j jˀ k kʲ kʲʼ kʷ kʷʼ kʼ l m n o̞ o̞ː ɸ ɸʲ r ɾ s sˀ ʃ t t̠ʃ uː ʊ w z ʔ
125	ngas1240	˥ ˧ ˩ a aː b ɓ cʰ d d̠ʒ ɗ e ɛ ɜɪ̯ f ɡ ɣ h iː ɪ̠ ɪ̈ː j ɟ ʄ kʰ l m n ɲ ŋ o pʰ r s ʃ tʰ t̠ʃʰ u uː v w z ʒ ʔ
126	marg1265	˥ ˩ a b ɓ c ç d dz d̠ʒ ɗ ə ɛ f ɡ ɣ i j ʝ ɟ k l ɬ ɮ m n ɲ ŋ ɔ p r s ʃ t ts t̠ʃ u v ⱱ w x z ʒ ʔ
127	soma1255	˥ ˩ aː æ æː b bː d dː ᶑ ᶑː e eː ə ɛ ɛː f ɡ ɡː ɢ ɢː h ħ i iː ɪ ɪː j kʰ l lː m n nː ɔ ɔː ɵ̞ ɵ̞ː rː ɾ s ʃ tʰ t̠ʃ ʊ ʊ̈ ʊː ʊ̈ː w x ʔ ʕ
128	awng1244	˥ ˥˩ ˧ ˩ a æ b dz d̠ʒ ɖ e̞ f ɡ ɡʷ ɢ ɢʷ i ɨ j k kʷ l m n ŋ ŋʷ o̞ p q qʷ ɾ s ʃ t ts t̠ʃ u w z
129	iraq1241	˥ ˥˩ ˩ a ɑː b ɓ d ɗ eː ə ɛ f ɡ ɡʷ h ħ iː ɪ j k kʷ l ɬ m n ŋ ŋʷ oː ɔ ɵ p q qʷ r s sː ʃ t tɬʼ tsʼ uː ʊ w x xʷ ʔ ʕ
130	tigr1270	a̟ː b bː d dː d̠ʒ d̠ʒː e̞ː ə ɜ f fː ɡ ɡː h ħ iː j jː kː kʰ kʼ kʼː l lː m mː n nː o̞ː r rː s sː ʃ ʃː tː tʰ tsʼ tsʼː t̠ʃː t̠ʃʰ t̠ʃʼ t̠ʃʼː tʼ tʼː uː w z zː ʒ ʒː ʔ ʕ
131	amha1245	a b bː d dː d̠ʒ d̠ʒː e ə f fː ɡ ɡː ɡʷ h hʷ i ɨ j k kː kʷ kʷʼ kʼ kʼː l lː m mː n nː ɲ ɲː o p pʼ rː ɾ s sː sʼ sʼː ʃ ʃː t tː t̠ʃ t̠ʃː t̠ʃʼ t̠ʃʼː tʼ tʼː u w z zː ʒ ʒː ʔ
132	egyp1253	a̟ æː b bː d ð dː d̠ʒ dˤ ðˤ dˤː eː ə f fː ɡ ɡː h ħ hː ħː iː ɪ j jː k kː l lː m mː n nː oː p q qː rː ɾ ʁ ʁː s sː sˤ sˤː ʃ ʃː t tː tˤ tˤː uː ʊ v w wː z zː zˤ zˤː ʔ ʔː ʕ ʕː θ χ χː
133	moro1292	æ b bː bʷː bˤ bˤː d̪ d̪ː dˤ dˤː ə̆ f fː fʷː ɡ ɡː ɡʷ h ħ hː ħː ħʷ i j jː k kː kʷ kʷː l̪ l̪ː lˤ lˤː m mː mʷː mˤ mˤː n nː p q qː qʷ rː rˤː ɾ ɾˤ ʁ ʁː ʁʷ s̪ s̪ː sˤ sˤː ʃ ʃː t̪ t̪ː tˤ tˤː u v w wː z̪ z̪ː zˤ zˤː ʒ ʒː ʔ ʔː ʕ ʕː χ χː χʷ
134	malt1254	a aː b bː d dː dz dzː d̠ʒ d̠ʒː e̞ e̞ː f fː ɡ ɡː ħ ħː i iː j jː k kː l lː m mː n nː o̞ o̞ː p pː r rː s sː ʃ ʃː t tː ts tsː t̠ʃ t̠ʃː u uː v w wː z zː ʔ ʔː
135	hebr1245	a ə̆ ɛ f f͉ h ɪ j k k͉ l m n ŋ o p p͉ ʁ s s͉ ʃ ʃ͉ t t͉ ts t̠ʃ t̠ʃ͉ ʊ x ʔ
136	katc1250	˥ ˩ a b ɓ c d d̪ ɗ e ɛ f ɡ i j ɟ k l m n ɲ ŋ o ɔ r s t t̪ u w z ʔ
137	libe1247	˥ ˧ ˩ a ã æː b b̩ d d̩ ɛ ɛ̃ f ɡ ɡ̩ ɡb ɡb̩ ɡ̩ʷ ɣ̩ i ĩ ɪ ɪ̃ k kp kʷ m m̩ n n̩ ɲ ɲ̩ ŋ ŋ̩ ŋʷ ŋ̩ʷ ɔ ɔ̃ p ɾ s t u ũ ʊ v v̩ z z̩
138	nucl1347	a aː b bː c d e eː ɛ ɛː f ɡ i iː j ɟ ɟː k l lː m mː n nː ɲ ŋ ø oː ɔ ɔː p qχ ɾ s t u uː w ʔ χ
139	dagb1246	˥ ˩ a aː b d d̠ʒ eː ə f ɡ ɡb i iː iɛ j k kp l m n ɲ ŋ ŋm oː p s ʃ t t̠ʃ u uː uɔ v w z ʒ
140	akan1250	˥ ˧ ˩ a ã b ç cçʰ cçʷʰ çʷ d e f ɡ h i ĩ ɪ ɪ̃ j ɟʝ ɟʝʷ kʰ kʷʰ m̩ n̩ o øː œː ɔ pʰ r r̩ s tʰ u ũ ʊ ʊ̃ w
141	gaaa1244	˥ ˧ ˩ a̟ ã̟ b d d̠ʒ d̠ʒʷ e ɛ ɛ̃ f ɡ ɡb h i ĩ j kʰ kp l l̩ m n̩ ɲ ŋ ŋ̩ ŋm o ɔ ɔ̃ pʰ r̩ ɹ s ʃ ʃʷ tʰ t̠ʃʰ t̠ʃʷ u ũ ɥ v w z
142	ewee1241	˥ ˧ ˩ a ã b d̻ d̻z̻ e ẽ ɛ ɛ̃ f ɡ ɡb ħ i ĩ j kʰ kp l m m̩ n ɲ ŋ ŋ̩ o õ ɔ ɔ̃ pʰ ɸ ɾ s t̻ʰ t̻s̻ u ũ v w z ʕ β
143	nucl1417	˥ ˧ ˩ a ã b b̤ bʲ b̤ʲ ɓ ɓ̥ d d̤ d̠ʒ d̠ʒ̤ ɗ̥ e ẽ ɛ ɛ̃ f ɡ ɡ̤ ɡʷ ɡ̤ʷ ɣ h hʲ hʷ i ĩ j k kʰ kʷ kʷʰ l m m̩ n ɲ ŋ ŋʷ o õ ɔ ɔ̃ p pʰ pʲ pʲʰ ɾ ɾʲ s t tʰ t̠ʃ t̠ʃʰ u ũ ʊ ʊ̃ v w z
144	beem1239	˥ ˩ a ã aː ãː ɛ ɛ̃ ɛː ɛ̃ː f h i ĩ iː ĩː j kʰ l m n ɲ ɔ ɔ̃ ɔː ɔ̃ː p pf pfʰ pʰ s t tʰ ts tsʰ u ũ uː ũː v w
145	swah1253	a ɓ ð ɗ e f ɠ ɣ h i j ʄ k kʰ l m m̩ n n̩ ɲ ŋ o p pʰ r s ʃ t tʰ t̠ʃ t̠ʃʰ u v w z θ
146	luva1239	˥ ˦ ˨ ˩ a aː e eː f h i iː j k m mb n nd n̠d̠ʒ ɲ ŋ ŋɡ o oː p ɺ s ʃ t t̠ʃ u uː ʋ w z ʒ
147	zulu1248	˥ ˥˦ ˩ ɒ ɓ d̠ʒ ɛ f h ɦ i j k k͉ kʰ kʟ͓̥ʼ kʼ kǀ kǁ kǃ l ɬ ɮ m m̩ n n̩ ɲ̟ ɔ p pʰ pʼ s ʃ t tʰ tsʼ t̠ʃʼ tʼ u v w z
148	gbay1287	˥ ˩ a ã æ̃ b ɓ d ɗ e ɛ f ɡ ɡb h i ĩ j k kp l m mb n nd ŋ ŋɡ ŋm ŋmɡb o ɔ ɔ̃ p ɾ s t u ũ v ⱱ w z ʔ ˀm ˀn
149	koyr1242	a ã aː b bː d dː dʲ e ẽ e̞ː ɛ f ɡ ɡː h i iː j jː k kː l lː m mː n nː ɲ ŋ o õ oː p pː r rː s ʃ t tː tʲ u ũ uː w z ʒ
150	cent2050	˥ ˥˩ ˩ ˩˥ a̟ b d d̠ʒ e̞ f ɡ h i ɨ j k l ɭ m n ɲ ŋ o̞ p ɸ r s ʃ t t̠ʃ u w x z ʔ
151	lugb1240	˥ ˧ ˩ a ã b d̪ dz e ɛ ɜ f ɡ ɡb h i ɪ j k kp m n n̩ ɲ o o̯ ɔ p r ɺ s t̪ ts u ʊ v z ʔ ˀb ˀd̪ ˀj ˀo̯
152	nobi1240	˥ ˩ a aː b bː d dː d̠ʒ e̞ e̞ː f fː ɡ h i iː j jː k kː l lː m mː n nː ɲ ɲː o̞ o̞ː r rː s sː ʃ ʃː t tː t̠ʃ t̠ʃː u uː w wː
153	luok1236	˧ ˧˦ ˧˩ a æ ɒ b d d̪ð d̠ʒ e̞ f ɡ h i ɪ j kʰ l m n ɲ ŋ o̞ pʰ ɾ s ʃ tʰ t̠ʃʰ t̪θʰ u ʊ w ʔ
154	masa1300	˥ ˥˩ ˧ ˩ a aː ɓ ɗ e eː ɛ ɛː ɠ i iː ɪ ɪː j jː ʄ k l m n ɲ ŋ o oː ɔ ɔː p r̥ ɾ s ʃ t t̠ʃ u uː ʊ ʊː w wː
155	nama1265	˥˦ ˧˥ ˧˦ ˧˩ ˨ ˩˨ a̟ ã̟ c e f h i ɪ̃ k kxʰ kǀ kǁ kǂ kǃ l m n o p r s t tsʰ u ũ x ʔ
156	iris1253	a ã ɑː ɑ̃ː bʲ bʷˠ ç d d̪ d̠ʒ e̞ e̯ ẽ̞ eː ẽː ə̯ ɤ̯ ɡ ɡ̟ ɣ h iː ĩː ɪ ɪ̃ j kʰ k̟ʰ lˠ l̪ˠ l̥ˠ lʲ l̥ʲ ʎ mʲ mʷˠ n̪ nˠ n̥ˠ nʲ n̥ʲ ɲ ŋ o̞ õ̞ oː õː pʲʰ pʷˠʰ ɸ̃ ɸʷˠ ɾˠ ɾ̥ˠ ɾʲ ɾ̥ʲ s̻ ʃʲ tʰ t̪ʰ t̠ʃ uː ũː ɯ̞̯ ʊ ʊ̃ w x βʲ
157	bret1244	a̟ ɑ̃ː ɒː b cʰ d e̞ ə ɛː ɛ̃ː f ɡ i iː j ɟ kʰ l m n ɲ ŋ ø̞ o̞ oː øː pʰ r s̻ ʃ tʰ u uː ɥ v w w̃ x y yː z̻ ʒ
158	icel1247	a aː e eː ɛ ɛː f ɣ h i iː j j̥ k kʰ l l̥ m n n̥ ŋˑ ø øː œ œː ɔ ɔː p pʰ r r̥ s t tʰ u uː v ʍ θ
159	norw1259	˥˧˥ ˩˨ a aː æ æː b ç d̪ ɖ e̞ eː ə f ɡ h iː ɪ j kʰ l̪ l̪̩ ɭ ɭ̩ m m̥ n̪ ɳ ŋ ø̞ː o̞ː œ pʰ ɹ̩ ɾ s ʃ t̪ʰ ʈʰ u uː ʉ ʉː ʊ ʋ yː ʏ ʔ
160	stan1293	aː æ ɐ ɒ b d ð d̠ʒ e̞ ə əː f ɡ h iː ɪ j kʰ l m n ŋ o̞ː ɔ pʰ ɻ s ʃ tʰ t̠ʃ uː ʊ v w ʍ x z ʒ ʔ θ
161	stan1295	aː ɐ b d eː ə ɛ ɛː f ɡ h iː ɪ j kʰ l m n ŋ oː øː œ ɔ pf pʰ ʀ s ʃ tʰ ts uː ʊ v x yː ʏ z ʒ ʔ
162	stan1290	a̟ æ̃ ɒ ɒ̃ b d e ɛ ɛː f ɡ̟ ɦ i j k̟ l m n ɲ ŋ o õ ø ø̞ œ œ̃ ɔ p r ʀ s ʃ t u ɥ v w y z ʒ
163	port1283	a ɐ̃ b d̪ e ĕ ẽ ɛ f ɡ i ĭ ĩ j k l ʎ m ɱ n ɲ ŋ o õ ɔ p ɾ s ʃ t̪ u ŭ ũ v w x z̪ ʒ
164	stan1288	a ð͉ e̞ f ɣ i j k l ʎ m n ɲ o̞ p r ɾ s t t̠ʃ u w x β θ
165	roma1327	a b d d̠ʒ e ə ɛ̯ f ɡ h i ɨ j k l m n o ɔ̯ p ɾ s ʃ t ts t̠ʃ u v w z ʒ
166	russ1263	a̟ b bʲ d d̻ʲ ɛ f fʲ ɡ i j k kʲ lˠ lʲ m mʲ n n̻ʲ o̞ p pʲ r rʲ s sʲ ʃˠ t t̻ʲ ts t̠ʃʲ u v vʲ x z zʲ ʒˠ
167	bulg1262	ɑ ɑ̃ b bʲ d dʲ dz d̠ʒ ɛ ɛ̃ ɤ ɤ̃ f fʲ ɡ ɡʲ i ĩ j kʰ kʲʰ lˠ lʲ m mʲ n nʲ ɔ ɔ̃ pʰ pʲʰ r rʲ s sʲ ʃ tʰ tʲʰ ts tsʲ t̠ʃ u ũ v vʲ x z zʲ ʒ
168	lith1251	a aː æ æː b bʲ d dʲ dz d̠ʒʲ eː ɡ ɡ̟ iː ɪ j k k̟ lˠ lʲ m mʲ n ɲ oː ɔ p pʲ r rʲ s sʲ ʃ ʃʲ t tʲ ts tsʲ t̠ʃʲ uː ʊ v vʲ x z ʒ ʒʲ
169	tosk1239	a b cç d ð dz d̠ʒ e̞ ə f ɡ h i j ɟʝ k l lˠ m n ɲ̟ o̞ p r s ʃ t ts t̠ʃ u v y z ʒ θ
170	mode1248	ɑ b d ð dz ɛ f ɡ ɣ i j k l m n ɔ p ɾ s t ts u v x z θ
171	nucl1235	a ə ə̯ f h i ie̞ j k kʰ kʼ l m n o̞ p pʰ pʼ r ʁ̞ s ʃ t tʰ ts tsʰ tsʼ t̠ʃ t̠ʃʰ t̠ʃʼ tʼ u v z ʐ͇ ʒ χ
172	west2369	a̟ ɑ b d d̠ʒ e f ɡ ɢ h i j kʰ l m n o pʰ r s ʃ tʰ t̠ʃ u v w z ʒ ʔ χ
173	cent1973	a ɑː b d dz d̠ʒ ɖ e̞ː ə f ɡ h i j k l m n ɳ o̞ː p r r̠ ʁ s ʂ ʃ t ts t̠ʃ ʈ u w z ʐ ʒ β χ
174	kash1277	a ã aː ãː b d dz d̠ʒʲ ɖ e ẽ eː ẽː ə ə̃ əː ə̃ː ɡ ɦ i ĩ iː ĩː ɨ ɨ̆ ɨ̃ ɨː ɨ̃ː j k kʰ l m n o õ oː õː p pʰ r s ʃʲ t tʰ ts tsʰ t̠ʃʲ t̠ʃʲʰ ʈ ʈʰ u ũ uː ũː w
175	panj1256	˦˥ ˧ ˩ a ã æ æ̃ ɒ ɒ̃ b bː d̻ d̻ː d̠ʒ d̠ʒː ɖ ɖː e̞ ẽ̞ ə ə̃ f ɡ ɡː ɦ i ĩ ɪ ɪ̃ j k kː kʰ kʰː l̻ l̻ː ɭ m mː n̻ n̻ː ɲ ɳ ŋ o̞ õ̞ p pː pʰ pʰː r ɽ s̻ s̻ː ʂ t̻ t̻ː t̻ʰ t̻ʰː t̠ʃ t̠ʃː t̠ʃʰ t̠ʃʰː ʈ ʈː ʈʰ ʈʰː u ũ ʊ ʊ̃ w z̻
176	hind1269	aː ãː æe̯ æẽ̯ ɑ b b̤ bː b̤ː d̪ d̪̤ d̪ː d̪̤ː d̠ʒ d̠ʒ̤ d̠ʒː d̠ʒ̤ː ɖ ɖ̤ ɖː ɖ̤ː eː ẽː ɜ ɜ̃ f fː ɡ ɡ̤ ɡː ɡ̤ː ɦ iː ĩː ɪ ɪ̈ ɪ̃ j jː k kː kʰ kʰː l l̤ lː m m̤ mː n̪ n̪̤ n̪ː oː õː ɔ̤ ɔo̯ ɔõ̯ p pː pʰ pʰː q qː r rː ɽ̃ ʁ s sː ʂ ʃː t̪ t̪ː t̪ʰ t̪ʰː t̠ʃ t̠ʃː t̠ʃʰ t̠ʃʰː ʈ ʈː ʈʰ ʈʰː uː ũː ʊ ʊ̃ ʋ ʋː z zː ʒ ʔ χ
177	beng1280	a ã æ æ̃ b b̤ ç d d̤ d̠ʒ d̠ʒ̤ ɖ ɖ̤ e̞ e̯ ẽ̞ ɡ ɡ̤ h ɪ ɪ̃ j k kʰ l l̤ m m̤ n n̤ ŋ o õ o̞ o̯ ɔ ɔ̃ p pʰ ɽ ɽ̤ ɾ ɾ̤ s t tʰ t̠ʃ t̠ʃʰ ʈ ʈʰ ʊ ʊ̃ w
178	sinh1246	a a̟ aː ãː æː æ̃ː b bː cç cçː d dː ɖ ɖː e̞ eː ə əː ɡ ɡː ɦ iː ɪ j ɟʝ ɟʝː k kː l lː m mː n nː ɲ ɲː ŋ o̞ oː p pː ɸ ɾ s sː ʃ t tː ʈ ʈː uː ʊ ʋ
179	basq1248	a b c d e̞ f ɡ ɪ ɟ k l ʎ m n ɲ o̞ p r ɾ s̻ ʂ ʃ t t̻s̻ t̠ʃ ʈʂ u χ
180	finn1318	a aː æ æː b d e̯ eː ɛ f ɡ h i iː k kː l lː m mː n nː ŋː o ø oː øː p pː r rː s sː ʃ t tː u uː v y yː ʔ
181	east2328	ð ə ə̥ ɛ f ɣ i j k l ʎ m n ɲ ŋ o ø̞ p pʲ ɾ s sʲ ʃ t tʲ ts t̠ʃ u ʌ x y z ʒ β
182	komi1268	a b c ç cç d d̠ʒ e̞ ə f ɡ i ɨ j ʝ ɟ ɟʝ k l ʎ m n ɲ o̞ p r s ʃ t ts t̠ʃ u v x z ʒ
183	hung1274	aː æ ɒ b bː cç cçː d dː dz dzː d̠ʒ eː ɛ f fː ɡ ɡː h hː i iː j jː ɟʝ ɟʝː k kː l lː m mː n nː ɲ ɲː o ø oː øː p pː r rː s sː ʃ ʃː t tː ts tsː t̠ʃ t̠ʃː u uː v vː w y yː z zː ʒ ʒː
184	khan1273	a æ ɒ̆ c e̞ ĕ̞ ɣ i j kʰ l ɭ ʎ m n ɲ ɳ ŋ o̞ ŏ̞ ɵ̞ ɵ̞̆ p r s ʃ tʰ ʈʂ u ʉ ɯ w
185	nene1249	a ă e̞ i ĭ j k l lʲ m mʲ n nʲ ŋ o̞ p p͉ pʲ p͉ʲ r rʲ s sʲ t t͉ tʲ t͉ʲ ts tsʲ u ŭ w x ʔ
186	nucl1301	a aː b cʰ d d̠ʒ ɛ ɛː f ɡ h i iː j ɟ kʰ l ʎ m n o̞ o̞ː œ œː pʰ ɾ s ʃ tʰ t̠ʃʰ u uː ɯ ɯː v y yː z ʒ ʔ
187	nort2697	a̟ ɑ c cʰ d̠ʒ ɛ f ɣ h ɪ j k kʰ l m n o ø p pʰ s ʃ t tʰ t̠ʃ ɯ̞ ʊ v x ʏ z z͇ ʒ ʔ
188	kirg1245	a ɒː ɛ ɛː f ɪ ɪ̈ ɪː ɪ̈ː j l m n ŋ o ø oː øː p pʰ q qʰ r s ʃ t tʰ ts t̠ʃ ʊ ʊː x y yː z β
189	chuv1255	ɑ b ç d e̞ f ɡ i j jː k l lː lʲ m mː n nː nʲ ø̞ o̞ ɔ̆ p r rː s ʃ t tʲ ts t̠ʃ u ɯ w wː x y z ʒ
190	yaku1245	a aː b d d̠ʒ d̠ʒː ɛ ɛː f ɡ i iː j j̃ k kː l lː m mː n nː ɲ ɲː ŋ ŋː œ œː ɔ ɔː p pː r s sː ʃ t tː t̠ʃ t̠ʃː u uː ɯ ɯː v y yː z ʒ
191	halh1238	ɑ ɑː b d dz d̠ʒ e eː ɡ i ɪː j kʰ l l̥ m n o̞ː ɔ ɔː ɵ̞ ɵ̞ː pʰ ɸ r s ʃ tʰ tsʰ t̠ʃʰ ʉ ʉː ʊ x β
192	even1260	a aː b d d̠ʒ ɛ ɛː ɡ iː i̙ː iæ ie ioː ɪ ɪ̙ j k l m n ɲ ŋ o ɔ ɔː p r s t t̠ʃ u uː ʊ̙ ʊ̙ː z β
193	nort2745	a̟ a̟ː b c d ɛ ɛː ɡ ɪ ɪː j ɟ k l lˠ m n ɲ ŋ o̞ o̞ː ɵ̞ ɵ̞ː p q r ʁ s t u uː w
194	gily1242	æ æː b c d ɤ f ɡ ɢ ɣ h iː ie̞ ɪ j ɟ k kʰ l m n ɲ ŋ o̞ o̞ː p pʰ q qʰ r r̥ ʁ s sʲ t tʰ t̠ʃʰ u uː ʋ w x z χ
195	chuk1273	a e ə̆ ɛ ɣ ɪ j k ɬ m n ŋ o p q sʲ t ts u w ʐ͇ ʔ
196	ainu1240	a ɛ h i j k m n ɔ p r s t t̠ʃ u w ʔ
197	nucl1643	˥ ˧ a aː b çː d d̠ʒ ɛ ɛː ɡ h i iː j k kː m n ŋ ɔ ɔː p pː ɾ s sː ʃ ʃː t tː tsː t̠ʃ t̠ʃː ɯ ɯ̃ ɯː w z ʔ
198	afad1236	a̟ ɑ b ɓ cʼ d ɗ e ɛ ɤ f ɡ ɡb h i j ɟ k kp kʼ l ɬ m n o ɔ p pfʼ r s ʃ t t̪θʼ u w ʔ
199	achu1247	a d̠ʒ e̞ ə h i j k l m n̪|n o̞ p q R̪|R s ʃ t u w x ʔ χ
200	adze1240	a aː b d̪|d d̪z̪|dz f ɡ h i iː j kʰ m n̪|n ŋ o̞ o̞ː pʰ r̪|r s̪|s t̪ʰ|tʰ t̪s̪ʰ|tsʰ ɯ ɰ ʔ
201	east2379	a bⁿ dⁿ d̠ⁿ d̪ⁿ ɖⁿ ɡⁿ i j k l l̠ l̪ ɭ m n n̠ n̪ ɳ ŋ p ɻ ɾ t t̠ t̪ ʈ u ɰ w
202	amel1241	æ b d ɛ f ɡ ɡb h i ʝ k l m n ɔ s t u w ʔ
203	anga1290	a aː ai au e̞ ə̆ i j k m n ɲ ŋ o̞ p ɺ t t̠ʃ u w ʔ
204	aghe1239	a ɒ b bv d dz d̠ʒ e ɛ f ɡ ɡb ɣ i ɪ j k kp l m n ɲ ŋ ŋm o ɔ s t ts t̠ʃ u ʊ w z ʔ
205	apro1235	a b ɓ c d e ɛ f ɡ ɡb i ɪ j ɟ k kp l m n ɲ ŋ o p s ʃ t u ɯ̞ v ʌ w z ʒ
206	ahte1237	a b d dɮ dz e̞ ɡ ɢ h i j j̥ kʰ kʼ ɬ ɮ m n ŋ o̞ qʰ qʼ ʁ s tʰ tɬʰ tɬʼ tsʰ tsʼ tʼ u ʍ z ʔ χ
207	ainu1240	a ɛ h i j k m n ɔ p ɾ s t t̠ʃ u w
208	akan1250	a ã b cç cçʷ çʷ d e ɛ f ɡ h i ĩ ɪ ɪ̃ j ɟʝ ɟʝʷ kʰ m n ɲ ɲʷ o ɔ pʰ r s tʰ u ũ ɥ ʊ ʊ̃
209	akaw1239	a ai au b d̪|d e̞ ə ɡ i ɨ j k m n̪|n o̞ ɔi p R̪|R s̪|s t̪|t u w z̪|z
210	alab1237	a b e h j k l̪|l ɬ̪|ɬ m n̪|n o p ɸ s t̪ t̠ʃ w
211	qawa1238	a ə f j k kʼ l m n o̞ p ɾ s t t̠ʃ t̠ʃʼ tʼ w x
212	alla1248	a ã b c d e ɛ ɛ̃ f ɡ ɡb h i ɪ j ɟ k kp l m n ɲ o ɔ ɔ̃ p ɾ s ʃ t u ɥ v w z ʒ
213	aleu1260	a ð ɣ h i j j̥ k l̪|l ɬ̪|ɬ m m̥ n̪|n n̪̥|n̥ ŋ ŋ̥ q ʁ ʃ t̪|t t̪s̪|ts u w ʍ x ʒ χ
214	alaw1244	a e̞ ɪ j k l l̠ ɭ m mb n n̠ nd n̠d̠ ɳ ɳɖ ŋ ŋɡ p r ɹ t t̠ ʈ ɯ̞ w
215	tosk1239	a b cç d̪ ð d̪z̪|dz d̠ʒ e̞ ə f ɡ h i j ɟʝ k l lˠ m n n̠ o̞ p r̪|r s̪ ʃ t̪ t̪s̪|ts t̠ʃ u v y z̪ ʒ θ
216	amah1246	a ã h ɪ ɪ̃ j k m n̪|n o̞ õ̞ p ɾ̪|ɾ s̪|s t̪|t t̠ʃ ɯ ɯ̃ w x ʔ θ
217	yane1238	a e ɣ j k lʲ m mʲ n ɲ o p pʲ ɾ̪|ɾ s ʃ t tsʰ t̠ʃʰ t̠ʃʲʰ ʈʂʰ w x ʐ ʔ β
218	hame1242	ɐˤ ɑ b ɓ c d ɗ e e̞ˤ ɡ ɠ h i ɪˤ j ɟ k l m n ɲ ŋ o ɔˤ p qʼ ɾ s ʃ t ts u ʊˤ w z
219	amha1245	a b d̪|d d̠ʒ e̞ ə f ɡ ɡʷ h hʷ i ɨ j k kʷ kʷʼ kʼ l̪|l m n̪|n ɲ o̞ p pʼ ɾ s̪|s s̪ʷ|sʷ ʃ t̪|t t̠ʃ t̠ʃʼ t̪ʼ|tʼ u w z̪|z ʒ
220	amoo1242	a ɐ b d d̠ʒ e ɛ f ɡ ɡb h i ɪ j k kp l m n ɲ ŋ o ɔ p r s ʃ t ts t̠ʃ u ʊ v w z
221	alam1246	a b d d̠ʒ ᴅ e̞ ə ɡ i ɨ j kʰ m n n̠ o̞ pʰ ɸ s ʃ tʰ t̠ʃ u w x
222	guer1243	a ã æ æ̃ ɒ ɒ̃ e̞ ẽ̞ h i j k kʲ kʷ l m mb n n̠ nd n̠d̠ ŋɡ o̞ õ̞ p r ɾ s ʃ t t̠ ts t̠ʃ u w ʔ β
223	ngas1240	a aː b bʲ ɓ c d d̠ʒ ɗ e ɛ ɜi f ɡ ɣ h iː ɪ ɨː j ɟ ʄ k l m mʲ n ɲ ŋ o p pʲ r s ʃ t t̠ʃ u uː v w z ʒ
224	ando1256	a̟ ã̟ ɑ̃ ɒ b d̪ d̠ʒ e̞ ẽ̞ ə ə̃ ɜ h i ĩ ɨ k o̞ õ̞ p ɸ r̪ t̪ t̠ʃ u ʔ
225	anta1253	a i j k l l̠ ɭ m n n̠ ɳ ŋ p ɻ ɾ t t̠ ʈ u w
226	apin1244	a ã e ɛ ɛ̃ ɤ i ĩ k mb nd ɲɟ ŋɡ o õ ɔ p ɽ s̪|s t t̠ʃ u ũ ɯ ɯ̃ v ʌ ʌ̃ ʒ ʔ
227	apuc1241	a æ b d̪|d d̠ʒ e̞ ɛ ɡ i j k l̪|l m n̪|n ɲ ŋ o̞ ɔ p ɹ̪|ɹ t̪|t t̠ʃ u w
